subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q5784340,consort,consultant,f.a.-s.a.-f.o.-',0.45,False
Q27019785,competitor,comptable,b.a.-t.a.-f.o.-',0.38,True
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q4270517,skieur ou skieuse,ouvrier,m.a.-l.a.-f.o.-',0.2,True
Q17955,critique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q1895303,forestier ou forestière,investisseur,t.a.-d.a.-f.o.-',0.23,True
Q16632551,Wildhüter,ouvrier,m.a.-l.a.-f.o.-',0.17,True
Q12335817,travailleur forestier,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q10272926,ingénieur en informatique,informaticien,s.a.-t.a.-f.o.-',0.69,False
Q105948247,système de connaissances,fonctionnaire,t.a.-k.a.-f.o.-',0.27,True
Q876864,conseiller ou conseillère de rédaction,consultant,f.a.-s.a.-f.o.-',0.3,True
Q17351648,rédacteur ou rédactrice,acteur,s.a.-b.a.-f.o.-',0.63,False
Q2045208,célébrité d'internet,inventeur,d.a.-d.a.-f.o.-',0.17,True
Q4110598,vlogueur ou vlogueuse,psychologue,s.a.-f.a.-f.o.-',0.38,True
Q17125263,YouTubeur ou YouTubeuse,ouvrier,m.a.-l.a.-f.o.-',0.2,True
Q57414145,streameur,entrepreneur,l.a.-d.a.-f.o.-',0.22,True
Q4964182,philosophe,philosophe,s.a.-s.a.-f.o.-',1.0,False
Q70390903,elephant trainer,traducteur,t.a.-s.a.-f.o.-',0.22,True
Q947873,animateur ou animatrice de télévision,réformateur,n.a.-k.a.-f.o.-',0.29,True
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q770899,industrie légère,père,n.a.-m.a.-f.o.-',0.31,True
Q250867,prêtre catholique,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q56408607,visitator,mentor,s.a.-d.a.-f.o.-',0.3,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q1792450,historien ou historienne de l'art,agent de,d.a.-l.a.-f.o.-',0.18,True
Q8175949,historien des médias,médiateur,m.a.-s.a.-f.o.-',0.54,False
Q70477383,health care resources,cartographe,l.a.-t.a.-f.o.-',0.24,True
Q327055,travailleur ou travailleuse,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q1371378,ethnologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q1678054,miles christianus,secouriste,f.a.-l.a.-f.o.-',0.23,True
Q102083,chevalier,familier,m.a.-m.a.-f.o.-',0.43,False
Q97722145,moine catholique latin,relation publique,l.a.-b.a.-f.o.-',0.42,False
Q2554364,noblesse espagnole,bénévole,m.a.-n.a.-f.o.-',0.26,True
Q7970798,moine guerrier,guerrier,l.a.-l.a.-f.o.-',0.93,False
Q102083,chevalier,familier,m.a.-m.a.-f.o.-',0.43,False
Q2261440,chevalier,familier,m.a.-m.a.-f.o.-',0.43,False
Q7970798,moine guerrier,guerrier,l.a.-l.a.-f.o.-',0.93,False
Q1678054,miles christianus,secouriste,f.a.-l.a.-f.o.-',0.23,True
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q437512,tisserand,investisseur,t.a.-d.a.-f.o.-',0.42,False
Q6606110,industriel,ouvrier,m.a.-l.a.-f.o.-',0.14,True
Q108289376,physical and earth science professionals,musicien,f.a.-b.a.-f.o.-',0.2,True
Q20058725,député fédéral,défendeur,l.a.-n.a.-f.o.-',0.16,True
Q105200223,clerc chrétien,client,n.a.-d.a.-f.o.-',0.22,True
Q56512863,participant,partenaire,m.a.-d.a.-f.o.-',0.39,True
Q48282,étudiant ou étudiante,étudiant,d.a.-s.a.-f.o.-',0.97,False
Q12615130,advanced practice nurse,précurseur,s.a.-n.a.-f.o.-',0.25,True
Q6840857,professionnel médical,médiateur,m.a.-s.a.-f.o.-',0.36,True
Q2114605,pharmacologue,pharmacien,t.a.-f.a.-f.o.-',0.56,False
Q6337803,neurobiologiste,écologiste,l.a.-f.a.-f.o.-',0.74,False
Q56884382,spécialiste technique,technicien,f.a.-d.a.-f.o.-',0.45,False
Q55737401,théologien chrétien,écologiste,l.a.-f.a.-f.o.-',0.31,True
Q1111648,coloriste,secouriste,f.a.-l.a.-f.o.-',0.42,False
Q715301,auteur ou autrice de bande dessinée,auteur,b.a.-b.a.-f.o.-',0.72,False
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q215279,travailleur ou travailleuse indépendant,travailleur social,f.a.-n.a.-f.o.-',0.77,False
Q4947495,crime boss,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q38687772,annélidologiste,écologiste,l.a.-f.a.-f.o.-',0.76,False
Q8205328,objet artificiel physique,officier,l.a.-k.a.-f.o.-',0.29,True
Q18593264,élément d'une collection ou d'une exposition,relation publique,l.a.-b.a.-f.o.-',0.29,True
Q11989025,memorabilia,mere,f.a.-m.a.-f.o.-',0.21,True
Q18643213,matériel militaire,publicitaire,b.a.-d.a.-f.o.-',0.41,False
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q182436,bibliothécaire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q14915627,musicologue,musicien,f.a.-b.a.-f.o.-',0.45,False
Q121594,professeur,investisseur,t.a.-d.a.-f.o.-',0.39,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q82594,informaticien ou informaticienne,informaticien,s.a.-t.a.-f.o.-',0.99,False
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q18931911,théoricien ou théoricienne,musicien,f.a.-b.a.-f.o.-',0.51,False
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q702269,professionnel ou professionnelle,procureur,b.a.-n.a.-f.o.-',0.22,True
Q17126809,sauveteur,acteur,s.a.-b.a.-f.o.-',0.43,False
Q9149093,alpiniste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q1622925,court appointment,mentor,s.a.-d.a.-f.o.-',0.23,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q63973019,coach maker,manager,l.a.-s.a.-f.o.-',0.23,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q96044701,artiste floral,archiviste,t.a.-l.a.-f.o.-',0.34,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q56312678,ceramic painter,familier,m.a.-m.a.-f.o.-',0.18,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q455595,amateur,réformateur,n.a.-k.a.-f.o.-',0.4,False
Q3152898,instrument à cordes frappées,mentor,s.a.-d.a.-f.o.-',0.22,True
Q52954,instrument à clavier,client,n.a.-d.a.-f.o.-',0.27,True
Q4951628,true board zithers with resonator box,mentor,s.a.-d.a.-f.o.-',0.31,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q15924224,médecin interniste,médecin,n.a.-f.a.-f.o.-',0.88,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q6503343,agent de la force publique,agent de,d.a.-l.a.-f.o.-',0.63,False
Q1259323,chef de tribu,agent de,d.a.-l.a.-f.o.-',0.41,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q384593,policier ou policière,policier,n.a.-l.a.-f.o.-',0.93,False
Q65274801,Milicien,musicien,f.a.-b.a.-f.o.-',0.37,True
Q117878403,communist militiaman,familier,m.a.-m.a.-f.o.-',0.2,True
Q33394058,travailleur manuel,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q2419397,thérapeute,auteur,b.a.-b.a.-f.o.-',0.2,True
Q21198548,production audiovisuelle,producteur,d.a.-b.a.-f.o.-',0.6,False
Q2135469,conseiller juridique,consultant,f.a.-s.a.-f.o.-',0.24,True
Q112684029,Services juridiques de l'État,juré,k.a.-n.a.-f.o.-',0.25,True
Q15976341,slaviste,activiste,b.a.-k.a.-f.o.-',0.51,False
Q6942562,prestation musicale,musicien,f.a.-b.a.-f.o.-',0.47,False
Q11401,hip-hop,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q47064,militaire,publicitaire,b.a.-d.a.-f.o.-',0.47,False
Q1250916,guerrier,guerrier,l.a.-l.a.-f.o.-',1.0,False
Q102083,chevalier,familier,m.a.-m.a.-f.o.-',0.43,False
Q27658988,participant à une émission de téléréalité,partenaire,m.a.-d.a.-f.o.-',0.27,True
Q52008309,juge de concours,agent de,d.a.-l.a.-f.o.-',0.21,True
Q8187769,activité économique,activiste,b.a.-k.a.-f.o.-',0.54,False
Q758780,jardinier,ouvrier,m.a.-l.a.-f.o.-',0.3,True
Q98446778,landscaping industry,inventeur,d.a.-d.a.-f.o.-',0.18,True
Q285759,courtier d'assurances,assureur,f.a.-t.a.-f.o.-',0.4,False
Q1206110,opérateur,médiateur,m.a.-s.a.-f.o.-',0.41,False
Q28050438,broadcasting executive,activiste,b.a.-k.a.-f.o.-',0.14,True
Q46034607,intervieweur,inventeur,d.a.-d.a.-f.o.-',0.35,True
Q108369443,écologue aquatique,écologiste,l.a.-f.a.-f.o.-',0.44,False
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q104053959,prêtre catholique de l'est,relation publique,l.a.-b.a.-f.o.-',0.29,True
Q250867,prêtre catholique,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q117942801,Eastern Catholic,policier,n.a.-l.a.-f.o.-',0.27,True
Q611644,évêque catholique,relation publique,l.a.-b.a.-f.o.-',0.4,False
Q18246606,éparque,relation publique,l.a.-b.a.-f.o.-',0.21,True
Q117942801,Eastern Catholic,policier,n.a.-l.a.-f.o.-',0.27,True
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q2055046,physiologiste,écologiste,l.a.-f.a.-f.o.-',0.77,False
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q3323515,technicien des systèmes d'information,technicien,f.a.-d.a.-f.o.-',0.69,False
Q1391083,travailleur qualifié,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q901402,géographe,cartographe,l.a.-t.a.-f.o.-',0.7,False
Q15621286,œuvre intellectuelle,lecteur,b.a.-s.a.-f.o.-',0.22,True
Q4350200,information transfer,informaticien,s.a.-t.a.-f.o.-',0.58,False
Q1656682,événement,mentor,s.a.-d.a.-f.o.-',0.35,True
Q604733,présentation,relation publique,l.a.-b.a.-f.o.-',0.37,True
Q1113899,psychologue clinicien,psychologue,s.a.-f.a.-f.o.-',0.85,False
Q6337803,neurobiologiste,écologiste,l.a.-f.a.-f.o.-',0.74,False
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q27349,dentiste,activiste,b.a.-k.a.-f.o.-',0.32,True
Q7201672,plantsman,amant/e,b.a.-m.a.-f.o.-',0.28,True
Q3140857,horticulteur,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.26,True
Q1476215,défenseur des droits de l'Homme,défendeur,l.a.-n.a.-f.o.-',0.47,False
Q726710,laïc,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q1914017,travailleur ou travailleuse de la connaissance,travailleur social,f.a.-n.a.-f.o.-',0.75,False
Q82594,informaticien ou informaticienne,informaticien,s.a.-t.a.-f.o.-',0.99,False
Q182436,bibliothécaire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q1642960,polémiste,activiste,b.a.-k.a.-f.o.-',0.32,True
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q1368409,éleveur,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.64,False
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q7239,organisme,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q81875,carnivore,cartographe,l.a.-t.a.-f.o.-',0.3,True
Q220314,zoophage,agent de,d.a.-l.a.-f.o.-',0.13,True
Q28640,profession,procureur,b.a.-n.a.-f.o.-',0.24,True
Q15976341,slaviste,activiste,b.a.-k.a.-f.o.-',0.51,False
Q3126128,généticien ou généticienne,politicien,s.a.-k.a.-f.o.-',0.53,False
Q1662561,paléontologue,psychologue,s.a.-f.a.-f.o.-',0.57,False
Q98084799,photographe professionnel,cartographe,l.a.-t.a.-f.o.-',0.65,False
Q644687,illustrateur ou illustratrice,médiateur,m.a.-s.a.-f.o.-',0.21,True
Q2312637,professeur d'éducation physique et sportive,relation publique,l.a.-b.a.-f.o.-',0.39,True
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q14972848,lexicographe,cartographe,l.a.-t.a.-f.o.-',0.68,False
Q41546637,wikimédien ou wikimédienne,médiateur,m.a.-s.a.-f.o.-',0.33,True
Q115246813,plucked instrument player,mentor,s.a.-d.a.-f.o.-',0.26,True
Q549322,torero,mentor,s.a.-d.a.-f.o.-',0.26,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q49476,archevêque,archiviste,t.a.-l.a.-f.o.-',0.42,False
Q171692,patriarche,archiviste,t.a.-l.a.-f.o.-',0.28,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q102277154,pop musician,musicien,f.a.-b.a.-f.o.-',0.74,False
Q5,être humain,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q18581305,participant à un concours de beauté,partenaire,m.a.-d.a.-f.o.-',0.25,True
Q19768,machine-outil,manager,l.a.-s.a.-f.o.-',0.14,True
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q3578589,écologiste,écologiste,l.a.-f.a.-f.o.-',1.0,False
Q101067779,environmental defender,défendeur,l.a.-n.a.-f.o.-',0.37,True
Q17291399,membre d'équipe de cinéma,agent de,d.a.-l.a.-f.o.-',0.29,True
Q2490358,chorégraphe,cartographe,l.a.-t.a.-f.o.-',0.6,False
Q2095549,aviateur ou aviatrice,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3499072,chef cuisinier ou chef cuisinière,voisin,m.a.-k.a.-f.o.-',0.34,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q3455803,réalisateur ou réalisatrice,journaliste,n.a.-b.a.-f.o.-',0.26,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q1251441,responsable,comptable,b.a.-t.a.-f.o.-',0.4,False
Q30339659,motorsports competitor,comptable,b.a.-t.a.-f.o.-',0.28,True
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q855091,guitariste,secouriste,f.a.-l.a.-f.o.-',0.41,False
Q52630241,membre du groupe,mere,f.a.-m.a.-f.o.-',0.4,False
Q719039,reine consort,consultant,f.a.-s.a.-f.o.-',0.42,False
Q5784340,consort,consultant,f.a.-s.a.-f.o.-',0.45,False
Q3578589,écologiste,écologiste,l.a.-f.a.-f.o.-',1.0,False
Q1476215,défenseur des droits de l'Homme,défendeur,l.a.-n.a.-f.o.-',0.47,False
Q15253558,militant ou militante,consultant,f.a.-s.a.-f.o.-',0.24,True
Q160131,boulanger ou boulangère,père,n.a.-m.a.-f.o.-',0.33,True
Q108392111,university head,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q11569986,graveur ou graveuse d'estampes,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q329439,graveur ou graveuse sur métal,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q29182,évêque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q105200214,clerc catholique,relation publique,l.a.-b.a.-f.o.-',0.38,True
Q352507,pasteur,acteur,s.a.-b.a.-f.o.-',0.3,True
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q467,femme,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q24229398,agent,agent de,d.a.-l.a.-f.o.-',0.89,False
Q124020978,roller athlete,hôte,f.a.-k.a.-f.o.-',0.11,True
Q100529537,classe de profession par domaine,agent de,d.a.-l.a.-f.o.-',0.2,True
Q7135767,paraprofessional,partenaire,m.a.-d.a.-f.o.-',0.22,True
Q55071047,auxiliaire de santé,notaire,m.a.-t.a.-f.o.-',0.29,True
Q5482740,programmeur ou programmeuse,procureur,b.a.-n.a.-f.o.-',0.25,True
Q108289400,software and applications developers and analysts,relation publique,l.a.-b.a.-f.o.-',0.18,True
Q1851760,victime,activiste,b.a.-k.a.-f.o.-',0.21,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q1840507,sculpteur sur bois ou autre matériau  naturel,auteur,b.a.-b.a.-f.o.-',0.35,True
Q15977971,travailleur du bois,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q836575,assurance qualité,assureur,f.a.-t.a.-f.o.-',0.59,False
Q1419997,responsable événementiel,comptable,b.a.-t.a.-f.o.-',0.34,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q329439,graveur ou graveuse sur métal,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q66035178,travailleur du textile,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q2380392,думны чын,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q11633,photographie,cartographe,l.a.-t.a.-f.o.-',0.6,False
Q1932461,migrant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q29182,évêque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q112074151,head of a diocese,officier,l.a.-k.a.-f.o.-',0.17,True
Q2095549,aviateur ou aviatrice,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q17176618,contrebandier,consultant,f.a.-s.a.-f.o.-',0.19,True
Q855091,guitariste,secouriste,f.a.-l.a.-f.o.-',0.41,False
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q22813360,cartomancien,cartographe,l.a.-t.a.-f.o.-',0.42,False
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q12406482,auteur comique,auteur,b.a.-b.a.-f.o.-',0.74,False
Q15839134,écologue,écologiste,l.a.-f.a.-f.o.-',0.53,False
Q3640160,biologiste marin,écologiste,l.a.-f.a.-f.o.-',0.75,False
Q110974141,aquatic scientist,informaticien,s.a.-t.a.-f.o.-',0.29,True
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q4197743,joueur ou joueuse,joueur,m.a.-b.a.-f.o.-',0.95,False
Q20826540,érudit,éditeur,t.a.-b.a.-f.o.-',0.19,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q26481809,dirigeant sportif,transporteur,b.a.-l.a.-f.o.-',0.36,True
Q2504617,romaniste,activiste,b.a.-k.a.-f.o.-',0.34,True
Q121594,professeur,investisseur,t.a.-d.a.-f.o.-',0.39,True
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q3455803,réalisateur ou réalisatrice,journaliste,n.a.-b.a.-f.o.-',0.26,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q12794619,propriétaire de biens,secrétaire,k.a.-t.a.-f.o.-',0.46,False
Q13405326,exploitant,consultant,f.a.-s.a.-f.o.-',0.35,True
Q1549283,propriétaire terrien,secrétaire,k.a.-t.a.-f.o.-',0.4,False
Q15839238,lessor,lecteur,b.a.-s.a.-f.o.-',0.21,True
Q830077,sujet,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q56512863,participant,partenaire,m.a.-d.a.-f.o.-',0.39,True
Q1476215,défenseur des droits de l'Homme,défendeur,l.a.-n.a.-f.o.-',0.47,False
Q7272,socialisme,travailleur social,f.a.-n.a.-f.o.-',0.45,False
Q105550321,aviateur militaire,publicitaire,b.a.-d.a.-f.o.-',0.37,True
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q1328323,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q781132,arme,archiviste,t.a.-l.a.-f.o.-',0.15,True
Q599151,haut fonctionnaire ou haute fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.97,False
Q193391,diplomate,diplomate,k.a.-s.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q158852,chef ou cheffe d'orchestre,ancêtre,t.a.-m.a.-f.o.-',0.24,True
Q1198887,directeur musical ou directrice musicale,musicien,f.a.-b.a.-f.o.-',0.6,False
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q16849727,conseiller en affaires,consultant,f.a.-s.a.-f.o.-',0.3,True
Q2305417,inspecteur général,inspecteur,d.a.-k.a.-f.o.-',0.95,False
Q386854,batteur ou batteuse,acteur,s.a.-b.a.-f.o.-',0.23,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q486748,pianiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q12377274,trompettiste,activiste,b.a.-k.a.-f.o.-',0.31,True
Q42909,reporter,transporteur,b.a.-l.a.-f.o.-',0.39,True
Q1208175,cadreur,assureur,f.a.-t.a.-f.o.-',0.36,True
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q24262594,écrivain religieux,relation publique,l.a.-b.a.-f.o.-',0.17,True
Q8359428,militant social,travailleur social,f.a.-n.a.-f.o.-',0.44,False
Q4231368,wali,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q12087689,wāli,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q15991187,grammairien,musicien,f.a.-b.a.-f.o.-',0.18,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q12552047,Lord,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q1975935,bushi,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q1423891,ministre du culte,adulte,n.a.-s.a.-f.o.-',0.38,True
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q486748,pianiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q81729632,musicien ou musicienne de musique classique,musicien,f.a.-b.a.-f.o.-',0.84,False
Q14915627,musicologue,musicien,f.a.-b.a.-f.o.-',0.45,False
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q7135767,paraprofessional,partenaire,m.a.-d.a.-f.o.-',0.22,True
Q3374341,peinture,assureur,f.a.-t.a.-f.o.-',0.17,True
Q11629,peinture,assureur,f.a.-t.a.-f.o.-',0.17,True
Q114414171,para-athlete,partenaire,m.a.-d.a.-f.o.-',0.33,True
Q13415036,joueur de rugby,joueur,m.a.-b.a.-f.o.-',0.9,False
Q13381863,escrimeur,acteur,s.a.-b.a.-f.o.-',0.28,True
Q114414171,para-athlete,partenaire,m.a.-d.a.-f.o.-',0.33,True
Q19361455,sémitologue,psychologue,s.a.-f.a.-f.o.-',0.59,False
Q3621491,archéologue,psychologue,s.a.-f.a.-f.o.-',0.5,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q10355417,publicitaire,publicitaire,b.a.-d.a.-f.o.-',1.0,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q1664236,maître des requêtes,ancêtre,t.a.-m.a.-f.o.-',0.24,True
Q57735705,personnalité liée au droit,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q30461,président ou présidente,précurseur,s.a.-n.a.-f.o.-',0.24,True
Q1337239,supérieur général,travailleur social,f.a.-n.a.-f.o.-',0.14,True
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q2405480,acteur ou actrice de doublage,acteur,s.a.-b.a.-f.o.-',0.8,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q917912,modélisme,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q8011724,diseur de bonne aventure,agent de,d.a.-l.a.-f.o.-',0.26,True
Q12909644,idéologie politique,politicien,s.a.-k.a.-f.o.-',0.5,False
Q1132131,loyauté,auteur,b.a.-b.a.-f.o.-',0.31,True
