Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
botaniste,Q2374149,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
physicien ou physicienne,Q169470,musicien,0.6213,politicien,0.3222,technicien,0.3109
opticien,Q71133019,politicien,0.593,informaticien,0.5109,musicien,0.4442
physicien quantique,Q16745601,musicien,0.502,politicien,0.2804,technicien,0.2705
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
physiologiste,Q2055046,écologiste,0.7667,activiste,0.1967,archiviste,0.1785
joueur de billard carambole,Q26876987,joueur,0.7455,agent de,0.165,bénévole,0.1331
rappeur ou rappeuse,Q2252262,cartographe,0.1561,ouvrier,0.1058,acteur,0.0897
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
distinction,Q618779,fonctionnaire,0.3966,relation publique,0.2351,activiste,0.0869
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
résidence créative,Q117531692,réformateur,0.0985,secrétaire,0.0963,activiste,0.0881
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
trésorier,Q388338,ouvrier,0.4584,guerrier,0.4243,policier,0.1683
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
freelance writer,Q59616954,éditeur,0.1173,ancêtre,0.1028,frère/socur,0.0806
biologie,Q420,écologiste,0.4815,psychologue,0.1978,juré,0.0
aristocrate,Q2478141,secouriste,0.2673,archiviste,0.1806,diplomate,0.1732
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
dame de compagnie,Q6469874,comptable,0.4073,agent de,0.2615,consultant,0.0567
courtisan,Q1511216,secouriste,0.2626,investisseur,0.0872,comptable,0.0804
dessinateur ou dessinatrice,Q15296811,médiateur,0.2049,fondateur,0.203,spectateur,0.1911
illustrateur ou illustratrice,Q644687,médiateur,0.215,fondateur,0.2129,traducteur,0.2028
inventeur,Q205375,inventeur,1.0,investisseur,0.2358,acteur,0.1251
titre de noblesse,Q355567,agent de,0.27,ancêtre,0.1939,notaire,0.1344
comportement de groupe,Q3482410,agent de,0.2992,comptable,0.2796,transporteur,0.2603
adversarial process,Q4686698,procureur,0.3998,producteur,0.1773,travailleur social,0.1546
activité,Q1914636,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
biologie aquatique,Q5728861,écologiste,0.326,relation publique,0.2992,psychologue,0.1785
hydrobiologie,Q1130698,écologiste,0.4815,psychologue,0.1978,juré,0.0
géologue,Q520549,psychologue,0.619,écologiste,0.1539,guerrier,0.0579
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
élu au service public,Q382887,publicitaire,0.5475,relation publique,0.33,auteur,0.0851
rang civil de l'Empire russe,Q28745974,agent de,0.2523,notaire,0.1409,secrétaire,0.112
photographe,Q33231,cartographe,0.7546,philosophe,0.1521,pharmacien,0.0399
organisation,Q43229,relation publique,0.4603,fonctionnaire,0.154,informaticien,0.0538
organe de gouvernance,Q5588651,agent de,0.2981,ouvrier,0.0969,ancêtre,0.0931
professionnel ou professionnelle de la santé,Q11974939,procureur,0.2055,producteur,0.205,fonctionnaire,0.1898
professionnel médical,Q6840857,médiateur,0.3643,médecin,0.1703,procureur,0.1536
auxiliaire de santé,Q55071047,notaire,0.2859,agent de,0.2467,secrétaire,0.2273
reine,Q16511993,relation publique,0.1594,guerrier,0.0,législateur,0.0
后妃,Q16138124,guerrier,0.0,traducteur,0.0,spectateur,0.0
Eastern Orthodox deacon,Q101976445,agent de,0.1268,consultant,0.0932,transporteur,0.0893
moine orthodoxe,Q91187063,témoin,0.3909,transporteur,0.0957,guerrier,0.0
artiste des nouveaux médias,Q7016454,médiateur,0.4393,archiviste,0.2024,activiste,0.1725
graphiste,Q627325,cartographe,0.3433,activiste,0.2407,archiviste,0.2184
généticien ou généticienne,Q3126128,politicien,0.5268,informaticien,0.4539,musicien,0.3694
botaniste,Q2374149,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
dirigeant,Q1097498,enfant,0.2209,aidant,0.2187,étudiant,0.1827
literary reading,Q106499608,éditeur,0.1583,politicien,0.1247,relation publique,0.092
récital,Q1446621,publicitaire,0.2254,réformateur,0.0881,précurseur,0.0856
police civil employee,Q77152841,policier,0.5714,politicien,0.3136,citoyen,0.131
wrestling referee,Q122147617,mere,0.2004,investisseur,0.1075,relation publique,0.092
planification,Q309100,relation publique,0.4134,fonctionnaire,0.1383,avocat,0.0803
prédiction,Q748250,fonctionnaire,0.2747,relation publique,0.2544,précurseur,0.1635
catcheur,Q13474373,avocat,0.1604,acteur,0.1318,cultivateur / éleveur,0.1154
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
instrumentiste,Q1278335,activiste,0.2515,archiviste,0.2281,secouriste,0.2271
professeur ou professeure d'université,Q1622272,investisseur,0.3578,procureur,0.2553,précurseur,0.2326
professeur de mathématiques,Q29182003,investisseur,0.2546,précurseur,0.1773,agent de,0.1725
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
métier de la finance,Q108286983,agent de,0.2917,ouvrier,0.1387,policier,0.1382
salarié,Q703534,allié,0.2887,guerrier,0.0,législateur,0.0
service industry worker,Q66715835,secrétaire,0.1282,secouriste,0.1267,infirmier / soignant,0.1167
administrateur académique,Q21281706,relation publique,0.2649,acteur,0.2303,médiateur,0.2074
universitaire,Q3400985,publicitaire,0.5629,notaire,0.4995,secrétaire,0.397
ministre du culte,Q1423891,adulte,0.3833,cultivateur / éleveur,0.2485,ancêtre,0.1529
organisation,Q43229,relation publique,0.4603,fonctionnaire,0.154,informaticien,0.0538
convention,Q367293,inventeur,0.3399,relation publique,0.238,consultant,0.1536
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
provost,Q2114175,procureur,0.3517,producteur,0.3508,précurseur,0.0972
directeur ou directrice d'école,Q1056391,lecteur,0.4013,inspecteur,0.3117,acteur,0.2421
university chief executive,Q108399377,archiviste,0.1525,activiste,0.1405,cultivateur / éleveur,0.0968
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
enquêteur,Q30093123,acteur,0.2938,auteur,0.2533,lecteur,0.2418
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
producteur,Q13235160,producteur,1.0,traducteur,0.4194,acteur,0.2505
directeur de production,Q21292974,producteur,0.6785,lecteur,0.2854,traducteur,0.2255
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
ministre du culte,Q1423891,adulte,0.3833,cultivateur / éleveur,0.2485,ancêtre,0.1529
linguiste,Q14467526,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
psychologue,Q212980,psychologue,1.0,écologiste,0.0952,guerrier,0.0358
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
ornement extérieur de l'écu,Q1052804,agent de,0.4241,mentor,0.2253,client,0.1715
acheteur,Q1308239,acteur,0.5309,auteur,0.3056,lecteur,0.2917
chrétien ou chrétienne,Q106039,musicien,0.1859,politicien,0.1657,technicien,0.1599
régime monarchique,Q22676587,archiviste,0.3353,relation publique,0.2445,réformateur,0.0576
oncologue,Q16062369,psychologue,0.5312,écologiste,0.29,guerrier,0.0497
crime politique,Q2571535,politicien,0.5784,policier,0.3005,relation publique,0.222
source de risque,Q86923152,agent de,0.2701,relation publique,0.1585,secouriste,0.1247
militantisme politique,Q19890758,politicien,0.4941,policier,0.2351,relation publique,0.1737
aviateur ou aviatrice,Q2095549,médiateur,0.4488,fondateur,0.1878,spectateur,0.1769
transportation worker,Q91143339,transporteur,0.7013,relation publique,0.2435,traducteur,0.0915
mannequin de charme,Q3286043,agent de,0.2388,manager,0.2124,pharmacien,0.1902
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
Levite,Q6386590,lecteur,0.1585,éditeur,0.1473,hôte,0.0858
sport de raquette,Q2426135,transporteur,0.344,agent de,0.2308,guide spirituel,0.0841
sport olympique,Q212434,transporteur,0.3246,relation publique,0.2556,spectateur,0.0533
fumigators and other pest and weed controllers,Q108290649,consultant,0.1448,ancêtre,0.1229,acteurs sociaux,0.0949
entrepreneur ou entrepreneuse,Q131524,entrepreneur,0.9808,inventeur,0.0404,ancêtre,0.0385
colon,Q1818899,écologiste,0.2692,comptable,0.0795,consultant,0.0772
aviateur ou aviatrice,Q2095549,médiateur,0.4488,fondateur,0.1878,spectateur,0.1769
opérateur radio,Q1318390,médiateur,0.3571,fondateur,0.3538,spectateur,0.333
officier de la marine marchande,Q118981632,officier,0.7554,policier,0.248,agent de,0.18
commerçant,Q215536,comptable,0.2522,consultant,0.2022,enfant,0.1789
banquier,Q806798,banquier,1.0,ouvrier,0.083,policier,0.0827
Juifs,Q7325,juré,0.3333,traducteur,0.0,spectateur,0.0
personnalité du monde des affaires,Q43845,fonctionnaire,0.2398,journaliste,0.1648,agent de,0.1413
registraire,Q58371759,notaire,0.3246,secrétaire,0.258,partenaire,0.2553
Chinese medicine practitioner,Q93923328,fonctionnaire,0.1822,activiste,0.1794,relation publique,0.1227
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
propriétaire de bien,Q618532,secrétaire,0.4542,notaire,0.372,publicitaire,0.2729
magistrate,Q6731168,écologiste,0.2404,diplomate,0.165,législateur,0.1085
accusé,Q28056401,acteur,0.306,activiste,0.1943,acteurs sociaux,0.1583
litigant,Q24571167,politicien,0.3052,enfant,0.1948,aidant,0.1929
commis,Q738142,comptable,0.3461,consultant,0.0991,guerrier,0.0
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
ministère ecclésiastique,Q3315492,relation publique,0.2923,père,0.2582,investisseur,0.0602
fonctionnaire de la cour,Q61905636,fonctionnaire,0.91,partenaire,0.1967,notaire,0.1441
conseiller ou conseillère,Q2994387,consultant,0.3471,enseignant,0.1833,père,0.1189
ingénieur chimiste,Q7888586,archiviste,0.3871,activiste,0.3299,secouriste,0.2979
bioingénieur ou bioingénieure,Q26848923,témoin,0.1906,assureur,0.1414,procureur,0.1347
biochimiste,Q2919046,archiviste,0.4339,activiste,0.3698,secouriste,0.3339
release,Q115668308,relation publique,0.276,guerrier,0.0,législateur,0.0
journaliste sportif ou journaliste sportive,Q13219447,journaliste,0.886,transporteur,0.197,activiste,0.1496
speaker,Q1371925,spectateur,0.3401,inspecteur,0.1082,guide spirituel,0.0792
commerçant,Q215536,comptable,0.2522,consultant,0.2022,enfant,0.1789
scénariste,Q28389,secouriste,0.5207,activiste,0.3067,archiviste,0.2783
créateur de programmes,Q11499012,producteur,0.2509,agent de,0.2208,médiateur,0.2029
instructeur,Q777952,inspecteur,0.452,traducteur,0.4484,producteur,0.444
animateur ou animatrice,Q13590141,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
monastique,Q102250838,relation publique,0.3499,investisseur,0.0721,syndiqué,0.0709
religieux,Q4504549,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
religious personnel,Q69944008,relation publique,0.2138,fonctionnaire,0.0793,guide spirituel,0.0751
rappeur ou rappeuse,Q2252262,cartographe,0.1561,ouvrier,0.1058,acteur,0.0897
conservateur ou conservatrice de musée,Q674426,consultant,0.3592,innovateur,0.2162,cultivateur / éleveur,0.1659
loisir,Q184872,voisin,0.4513,traducteur,0.0,spectateur,0.0
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
professeur titulaire,Q25339110,investisseur,0.3162,notaire,0.2484,précurseur,0.2202
Premier ou Première ministre,Q14212,père,0.2232,infirmier / soignant,0.1636,ancêtre,0.1546
clown,Q7358,client,0.2746,guerrier,0.0,traducteur,0.0
performeur,Q10774753,réformateur,0.3747,informaticien,0.2649,acteur,0.1205
artiste de cirque,Q17307272,archiviste,0.2535,activiste,0.2161,agent de,0.2143
organe d'un animal,Q24060765,ancêtre,0.17,travailleur social,0.1117,guerrier,0.0
entité anatomique particulière,Q112826975,partenaire,0.2904,relation publique,0.2023,père,0.1787
organe sensoriel,Q3355930,ouvrier,0.1091,enseignant,0.1071,guerrier,0.101
orateur ou oratrice,Q12859263,médiateur,0.3571,fondateur,0.3538,spectateur,0.333
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
improvisateur ou improvisatrice,Q3149505,producteur,0.2179,médiateur,0.2172,fondateur,0.2152
cadres supérieurs de l’administration publique,Q108290289,relation publique,0.7068,publicitaire,0.2326,acteurs sociaux,0.1503
organe,Q895526,guerrier,0.0,traducteur,0.0,spectateur,0.0
fonction publique,Q294414,relation publique,0.63,fonctionnaire,0.4785,publicitaire,0.2311
conception,Q41553020,relation publique,0.2871,fonctionnaire,0.2036,consultant,0.1853
profession,Q28640,procureur,0.2381,producteur,0.2375,relation publique,0.1975
candidature,Q2383393,aidant,0.1182,fondateur,0.104,syndiqué,0.0952
necked bowl lutes played with a bow,Q57315384,auteur,0.3091,guerrier,0.0,spectateur,0.0
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
chanteur de pop,Q60723829,inventeur,0.3643,agent de,0.2637,acteur,0.1798
schlager musician,Q105652965,musicien,0.6454,manager,0.2966,policier,0.0557
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
col blanc,Q255274,ancêtre,0.1428,écologiste,0.1218,comptable,0.102
general office clerks,Q108305377,officier,0.5965,client,0.0761,agent de,0.0753
animal vocalization,Q97234227,relation publique,0.3394,avocat,0.1978,fonctionnaire,0.1136
artiste de rue,Q2914170,archiviste,0.2893,activiste,0.2466,agent de,0.2445
peintre,Q1028181,ancêtre,0.2667,entrepreneur,0.2507,mere,0.0778
graphiste,Q627325,cartographe,0.3433,activiste,0.2407,archiviste,0.2184
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
Saiō,Q19841349,guerrier,0.0,traducteur,0.0,spectateur,0.0
prêtre catholique,Q250867,relation publique,0.321,ancêtre,0.296,psychologue,0.0789
représentant,Q11997597,consultant,0.2832,entrepreneur,0.2071,enfant,0.1302
ambassadeur ou ambassadrice,Q121998,vendeur,0.2385,défendeur,0.1987,assureur,0.1776
gouverneur,Q132050,entrepreneur,0.3073,ouvrier,0.1168,acteur,0.099
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
médecin interne,Q79382845,médecin,0.9581,médiateur,0.1399,inventeur,0.0847
responsable,Q1251441,comptable,0.4035,consultant,0.0672,transporteur,0.0644
cadre dirigeant ou cadre dirigeante,Q978044,enfant,0.1253,aidant,0.124,diplomate,0.1182
observateur sportif,Q1339677,transporteur,0.4077,innovateur,0.3471,cultivateur / éleveur,0.27
encyclopédiste,Q16314501,activiste,0.3482,archiviste,0.3159,secouriste,0.3144
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
avocat ou avocate,Q40348,avocat,0.9493,diplomate,0.0554,ouvrier,0.0341
communication institutionnelle,Q1426058,relation publique,0.3153,fonctionnaire,0.2593,comptable,0.1376
haut fonctionnaire ou haute fonctionnaire,Q599151,fonctionnaire,0.9719,partenaire,0.2101,notaire,0.1539
sergent d'arme,Q2611907,agent de,0.512,client,0.2001,pharmacien,0.0789
ordre religieux,Q2061186,relation publique,0.2306,époux,0.118,père,0.0778
littérature,Q8242,politicien,0.1424,assureur,0.1313,procureur,0.1251
érotisme,Q181001,investisseur,0.1863,guerrier,0.0,législateur,0.0
professionnel ou professionnelle,Q702269,procureur,0.2189,producteur,0.2184,fonctionnaire,0.2022
firme,Q4830453,infirmier / soignant,0.273,guerrier,0.0,législateur,0.0
maître spirituel,Q29352392,guide spirituel,0.7679,ancêtre,0.1062,manager,0.0464
Sufi Scholar,Q113250479,psychologue,0.3206,guerrier,0.0,juré,0.0
parachutiste,Q6060450,activiste,0.2853,archiviste,0.2588,secouriste,0.2576
militaire,Q47064,publicitaire,0.465,notaire,0.4127,secrétaire,0.328
diffuseur,Q15958754,précurseur,0.3165,investisseur,0.2851,acteur,0.1048
vendeur,Q104099828,vendeur,1.0,défendeur,0.4844,inventeur,0.0911
shop salespersons,Q108289648,consultant,0.1474,inspecteur,0.1414,spectateur,0.1391
petite bourgeoisie,Q75617,voisin,0.343,éditeur,0.1203,secouriste,0.1077
journaliste sportif ou journaliste sportive,Q13219447,journaliste,0.886,transporteur,0.197,activiste,0.1496
évêque,Q29182,relation publique,0.2684,psychologue,0.0919,juré,0.0
évêque catholique,Q611644,relation publique,0.4001,psychologue,0.1079,avocat,0.0563
vicaire général,Q1044528,notaire,0.3838,secrétaire,0.305,partenaire,0.3019
évêque titulaire,Q948657,notaire,0.3316,secrétaire,0.2636,partenaire,0.2608
rituel,Q189819,guide spirituel,0.5813,traducteur,0.0,spectateur,0.0
cérémonie,Q2627975,témoin,0.2606,guerrier,0.0,diplomate,0.0
rite,Q628455,éditeur,0.1747,guide spirituel,0.1069,hôte,0.1017
astronome,Q11063,assureur,0.2383,guerrier,0.0,frère/socur,0.0
physicien ou physicienne,Q169470,musicien,0.6213,politicien,0.3222,technicien,0.3109
doctorat,Q849697,mentor,0.1862,avocat,0.1826,guerrier,0.0
auteur ou autrice,Q482980,auteur,0.9201,acteur,0.116,lecteur,0.0955
compositeur ou compositrice,Q36834,comptable,0.447,éditeur,0.228,acteur,0.0978
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
reine mère,Q10477002,père,0.4395,mere,0.0888,relation publique,0.0877
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
thérapeute,Q2419397,auteur,0.1969,cartographe,0.1176,hôte,0.1017
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
communication verbale,Q1875737,relation publique,0.3431,comptable,0.1947,fonctionnaire,0.1148
création,Q11398090,relation publique,0.435,fonctionnaire,0.1455,secrétaire,0.0681
human communication,Q119822304,relation publique,0.3552,comptable,0.1557,fonctionnaire,0.1188
transformation,Q65757353,informaticien,0.3712,transporteur,0.3081,réformateur,0.306
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
solliciteur,Q14284,éditeur,0.3658,publicitaire,0.2873,policier,0.1617
personnage légendaire,Q13002315,fonctionnaire,0.2929,notaire,0.2299,secrétaire,0.1827
sage,Q2624172,agent de,0.2483,manager,0.2208,guerrier,0.0
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
être humain féminin,Q84048852,ancêtre,0.4447,témoin,0.1324,voisin,0.1324
parent,Q7566,partenaire,0.2545,client,0.2138,agent de,0.2114
chanoine,Q1104153,témoin,0.2606,guerrier,0.0,diplomate,0.0
parent,Q7566,partenaire,0.2545,client,0.2138,agent de,0.2114
humain masculin,Q84048850,voisin,0.1712,témoin,0.1712,médecin,0.1583
être humain,Q5,ancêtre,0.519,témoin,0.0773,voisin,0.0773
juvénile,Q1516282,juré,0.246,bénévole,0.1351,comptable,0.1268
pseudo-loi,Q27277581,psychologue,0.1366,précurseur,0.1275,investisseur,0.1149
policier ou policière,Q384593,policier,0.9261,politicien,0.3633,officier,0.2039
bénévole,Q24716636,bénévole,1.0,comptable,0.0376,guerrier,0.0
associate editor,Q107526461,acteurs sociaux,0.2218,mentor,0.1925,travailleur social,0.1889
commentateur sportif,Q2986228,spectateur,0.3576,transporteur,0.3348,médiateur,0.166
personnalité liée au sport,Q50995749,transporteur,0.2885,journaliste,0.146,fonctionnaire,0.1338
réalisateur ou réalisatrice de télévision,Q2059704,journaliste,0.218,réformateur,0.1967,agent de,0.1444
espion ou espionne,Q9352089,fonctionnaire,0.1854,relation publique,0.1665,guide spirituel,0.0955
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
garden and horticultural labourers,Q108290759,cultivateur / éleveur,0.1377,politicien,0.0955,informaticien,0.0823
action humaine,Q451967,activiste,0.323,fonctionnaire,0.2678,relation publique,0.248
flux de matériaux,Q4284762,acteurs sociaux,0.3445,agent de,0.2143,époux,0.1362
activité économique,Q8187769,activiste,0.5396,relation publique,0.2003,acteur,0.1736
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
sénateur ou sénatrice,Q15686806,médiateur,0.3571,fondateur,0.3538,spectateur,0.333
charge élective,Q17279032,lecteur,0.2626,activiste,0.1984,cultivateur / éleveur,0.1963
state legislator of the United States,Q106088317,législateur,0.3816,spectateur,0.2146,mentor,0.1525
position politique,Q28819924,politicien,0.5224,relation publique,0.3412,policier,0.269
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
agent,Q24229398,agent de,0.8893,client,0.1584,manager,0.0616
scénariste,Q28389,secouriste,0.5207,activiste,0.3067,archiviste,0.2783
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
entraîneur physique,Q8563456,entrepreneur,0.4065,relation publique,0.225,traducteur,0.0751
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
papal gentleman,Q1270844,agent de,0.3019,partenaire,0.0884,manager,0.0867
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
entraîneur personnel,Q762121,entrepreneur,0.4789,traducteur,0.0885,inventeur,0.0825
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
fabricant d'instruments de musique,Q1955150,musicien,0.3203,agent de,0.2327,relation publique,0.1991
doublure corps,Q704948,publicitaire,0.1448,assureur,0.1155,procureur,0.1101
réformateur social,Q16611574,réformateur,0.7898,travailleur social,0.3691,acteurs sociaux,0.2518
chef religieux,Q15995642,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
affiliate,Q8191099,médiateur,0.2447,diplomate,0.1671,officier,0.0981
supporter,Q16678266,transporteur,0.4448,partenaire,0.0686,ouvrier,0.0463
national syndicalist,Q118288910,syndiqué,0.421,journaliste,0.2726,relation publique,0.1818
anti-communiste,Q120115224,activiste,0.3195,archiviste,0.2898,secouriste,0.2885
nationaliste,Q106399618,journaliste,0.5706,relation publique,0.2021,activiste,0.1843
membre de parti politique,Q11388835,politicien,0.457,partenaire,0.2518,policier,0.2374
surintendant,Q66889825,aidant,0.3812,enfant,0.1286,étudiant,0.1064
cadre dirigeant ou cadre dirigeante,Q978044,enfant,0.1253,aidant,0.124,diplomate,0.1182
chef d'État,Q48352,avocat,0.1491,spectateur,0.1302,secrétaire,0.1201
curé,Q52769526,juré,0.4599,procureur,0.076,cultivateur / éleveur,0.0722
claviériste,Q1075651,secouriste,0.4843,activiste,0.2853,archiviste,0.2588
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
tax officer,Q66060370,officier,0.7352,ouvrier,0.0378,policier,0.0377
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
professionnel de l'informatique,Q5157565,informaticien,0.5363,réformateur,0.2806,relation publique,0.2111
haut fonctionnaire ou haute fonctionnaire,Q599151,fonctionnaire,0.9719,partenaire,0.2101,notaire,0.1539
political appointee,Q2101540,politicien,0.7252,policier,0.299,témoin,0.0637
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
maître de chapelle,Q215793,agent de,0.2727,ancêtre,0.1959,manager,0.0856
milice,Q153936,familier,0.3487,policier,0.1064,publicitaire,0.0819
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
vagabond,Q416718,fondateur,0.2395,guerrier,0.0,traducteur,0.0
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
profession historique,Q16335296,relation publique,0.3835,procureur,0.1541,producteur,0.1537
personnalité du monde des affaires,Q43845,fonctionnaire,0.2398,journaliste,0.1648,agent de,0.1413
bibliothécaire,Q182436,notaire,0.4332,publicitaire,0.3957,secrétaire,0.3443
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
processus de groupe,Q54912758,procureur,0.4033,agent de,0.2534,producteur,0.1788
conseiller ou conseillère,Q2994387,consultant,0.3471,enseignant,0.1833,père,0.1189
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
conservationniste,Q16060693,consultant,0.2645,fonctionnaire,0.2217,relation publique,0.1932
chimiste,Q593644,archiviste,0.4339,activiste,0.3698,secouriste,0.3339
scientifique des matériaux,Q21329070,acteurs sociaux,0.2591,relation publique,0.2164,client,0.1399
chancelier,Q5070767,familier,0.4251,ouvrier,0.1591,policier,0.1585
后妃,Q16138124,guerrier,0.0,traducteur,0.0,spectateur,0.0
impératrice,Q100387742,guerrier,0.0,traducteur,0.0,spectateur,0.0
organisation armée,Q17149090,relation publique,0.4134,fonctionnaire,0.1383,archiviste,0.0642
armée,Q8473,archiviste,0.1461,pharmacien,0.1446,guerrier,0.0
organisation gouvernementale,Q2659904,relation publique,0.3721,mentor,0.1908,fonctionnaire,0.1245
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
analyste,Q485178,journaliste,0.2376,activiste,0.1736,archiviste,0.1575
data professional,Q112598603,procureur,0.2182,producteur,0.2176,fondateur,0.0959
analyste,Q942569,journaliste,0.2376,activiste,0.1736,archiviste,0.1575
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
jardinier,Q758780,ouvrier,0.3027,policier,0.3016,officier,0.2891
drama genre,Q117422360,agent de,0.173,amant/e,0.153,père,0.1027
genre des arts de la scène,Q45971958,agent de,0.4344,partenaire,0.0886,archiviste,0.0684
éducateur ou éducatrice,Q974144,éditeur,0.2431,traducteur,0.1835,producteur,0.1817
investisseur,Q557880,investisseur,1.0,inventeur,0.2358,précurseur,0.1194
physicien ou physicienne,Q169470,musicien,0.6213,politicien,0.3222,technicien,0.3109
anagārika,Q4750824,manager,0.3624,ancêtre,0.1202,guerrier,0.0
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
croyant ou croyante,Q17573152,enfant,0.2356,aidant,0.2332,étudiant,0.1948
